0.GlossaryDownloaded,0.MissionsCompleted,0.MissionsPlayed,0.SessionTimeSpent,0.StorySkiped,0.helpScreenviewed,0.highScore,0.starTotal,1.Mission1Stage,1.Mission2Stage,1.Mission3Stage,1.Mission4Stage,appData.CaseDetails,appData.CorrectRelease,appData.CurrentLevel,appData.CurrentMission,appData.GlossaryDownloaded,appData.HyperlinksClicked,appData.IncorrectRelease,appData.MissionsCompleted,appData.MissionsPlayed,appData.NumberOfClues,appData.NumberOfErrors,appData.ReplayUsedNumber,appData.SessionTimeSpent,appData.StagePlayed,appData.StorySkiped,appData.TimeSpentStage,appData.ToolsClicked,appData.event_type,appData.helpScreenviewed,appData.highScore,appData.scoreAchieved,appData.starEarned,appData.starTotal,appData.statusCompleted,appData.statusConpleted,appName,buddyIds,createdAt,event_type,language,sessionId,userId
,,,,,,,,,,,,"[u'fig027', [u'fig029', u'fig026', u'fig028', u'fig027', u'fig021', u'fig022', None, None], [u'Does the culprit have at least 3 obtuse angle(s)?', u'Does the culprit have at least 1 right angle(s)?', u'Does the culprit have at least 1 parallel pairs of sides?'], [u'Yes', u'No', u'No']]","[{""clue"":1,""fig"":[""fig026"",""fig021"",""fig022""]},{""clue"":2,""fig"":[""fig029""]},{""clue"":3,""fig"":[""fig028""]}]",,Mission 2,False,[],[],"[0, 0, 1, 0]","[1, 1, 1, 0]",,,2.0,,2.0,True,0:1:38,"[""right angle tool""]",,,860.0,450.0,1.0,17.0,,passed,policesquad,,2018-5-10 23:2:39,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'fig027', [u'fig026', u'fig025', u'fig028', u'fig024', u'fig027', u'fig019', u'fig023', u'fig020'], [u'Does the culprit have at least 3 obtuse angle(s)?', u'Does the culprit have at least 1 parallel pairs of sides?', u'Does the culprit have at least 2 parallel pairs of sides?'], [u'Yes', u'No', u'No']]","[{""clue"":1,""fig"":[""fig026"",""fig025"",""fig024"",""fig023""]},{""clue"":3,""fig"":[""fig028"",""fig020""]}]",,Mission 2,False,[],"[{""clue"":2,""fig"":[""fig019""]}]","[0, 0, 1, 0]","[1, 1, 1, 0]",,,2.0,,3.0,True,0:1:24,[],,,860.0,360.0,0.0,17.0,,passed,policesquad,,2018-5-10 23:4:10,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'all1equalsides', [u'fig047', u'fig048', u'fig002', u'fig013', None, None, None, None], [u'The culprit has no right angle', u'The culprit has less than 2 right angles', u'The culprit has more than 3 straight sides'], [u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig002""]},{""clue"":2,""fig"":[""fig047""]},{""clue"":3,""fig"":[""fig013""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,2.0,True,0:2:18,"[""Equal Sides tool""]",,,860.0,80.0,1.0,18.0,,passed,policesquad,,2018-5-10 23:6:38,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'exactly4rightangles', [u'fig035', u'fig015', u'fig026', u'fig068', None, None, None, None], [u'The culprit has less than 5 straight sides', u'The culprit has more than 1 right angle', u'The culprit has more than 3 straight sides'], [u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig068""]},{""clue"":2,""fig"":[""fig015""]},{""clue"":3,""fig"":[""fig035""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,3.0,True,0:1:22,[],,,860.0,80.0,1.0,19.0,,passed,policesquad,,2018-5-10 23:8:1,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'exactly2obtuseangles', [u'fig060', u'fig039', u'fig030', u'fig013', u'fig028', u'fig011', None, None], [u'The culprit has exactly 2 obtuse angles', u'The culprit has atleast 1 obtuse angle', u'The culprit has exactly 2 equal pairs of sides ', u'The culprit has less than 3 obtuse angles', u'The culprit has less than 2 right angles'], [u'Correct', u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig030""]},{""clue"":2,""fig"":[""fig039""]},{""clue"":3,""fig"":[""fig013""]},{""clue"":4,""fig"":[""fig011""]},{""clue"":5,""fig"":[""fig028""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,4.0,True,0:0:54,[],,,860.0,200.0,1.0,20.0,,passed,policesquad,,2018-5-10 23:9:1,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'exactly3acuteangles', [u'fig043', u'fig046', u'fig030', u'fig035', u'fig045', u'fig054', None, None], [u'The culprit has exactly 3 equal pairs of sides ', u'The culprit has more than 5 straight sides', u'The culprit has more than 1 acute angle', u'The culprit has atleast 2 right angles'], [u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig043""]},{""clue"":2,""fig"":[""fig046"",""fig035""]},{""clue"":3,""fig"":[""fig030""]},{""clue"":4,""fig"":[""fig045""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,5.0,True,0:0:41,[],,,860.0,200.0,1.0,21.0,,passed,policesquad,,2018-5-10 23:9:43,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'exactly5reflexangles', [u'fig055', u'fig037', u'fig011', u'fig058', u'fig068', u'fig060', None, None], [u'The culprit has no right angle', u'The culprit has atleast 1 reflex angle', u'The culprit has less than 5 obtuse angles'], [u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig055""]},{""clue"":2,""fig"":[""fig037"",""fig068"",""fig060""]},{""clue"":3,""fig"":[""fig011""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,6.0,True,0:0:42,[],,,860.0,200.0,1.0,22.0,,passed,policesquad,,2018-5-10 23:10:26,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'exactly3parallelpairsofsides', [u'fig061', u'fig051', u'fig024', u'fig016', u'fig047', u'fig048', None, None], [u'The culprit has more than 4 straight sides', u'The culprit has less than 2 right angles', u'The culprit has more than 1 parallel pairs of sides', u'The culprit has more than 1 obtuse angle'], [u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig047""]},{""clue"":2,""fig"":[""fig016""]},{""clue"":3,""fig"":[""fig051""]},{""clue"":4,""fig"":[""fig061"",""fig024""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,7.0,True,0:0:37,[],,,860.0,300.0,1.0,23.0,,passed,policesquad,,2018-5-10 23:11:11,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'exactly1parallelpairsofsides', [u'fig034', u'fig014', u'fig033', u'fig012', u'fig024', u'fig040', None, None], [u'The culprit has no right angle', u'The culprit has no equal straight sides', u'The culprit has less than 2 equal pairs of sides ', u'The culprit has less than 2 parallel pairs of sides', u'The culprit has less than 3 acute angles'], [u'Correct', u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig034""]},{""clue"":2,""fig"":[""fig024""]},{""clue"":3,""fig"":[""fig014""]},{""clue"":4,""fig"":[""fig012""]},{""clue"":5,""fig"":[""fig033""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,8.0,True,0:1:38,"[""Parallel Lines tool"",""Equal Sides tool""]",,,860.0,300.0,1.0,24.0,,passed,policesquad,,2018-5-10 23:12:50,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'exactly3parallelpairsofsides', [u'fig049', u'fig041', u'fig024', u'fig001', u'fig031', u'fig043', None, None], [u'The culprit has atleast 5 straight sides', u'The culprit has no right angle', u'The culprit has more than 1 parallel pairs of sides', u'The culprit has less than 5 obtuse angles'], [u'Correct', u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig049""]},{""clue"":2,""fig"":[""fig001"",""fig031""]},{""clue"":3,""fig"":[""fig041""]},{""clue"":4,""fig"":[""fig024""]}]",,Mission 1,False,[],[],"[0, 1, 1, 0]","[1, 1, 1, 0]",,,2.0,,9.0,True,0:0:31,[],,,860.0,300.0,1.0,25.0,,passed,policesquad,,2018-5-10 23:13:21,stage_end,en,nu0vrq5lqq7zrzv4fpyb1uakh86jowsk,1260083
,,,,,,,,,,,,"[u'no1equalsides', [u'fig034', u'fig012', u'fig036', u'fig048', None, None, None, None], [u'The culprit has no equal straight sides', u'The culprit has atleast 5 straight sides', u'The culprit has less than 6 straight sides'], [u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig048""]},{""clue"":2,""fig"":[""fig012""]},{""clue"":3,""fig"":[""fig036""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,1.0,True,0:10:47,[],,,80.0,80.0,1.0,1.0,,passed,policesquad,,2018-5-11 10:56:33,stage_end,en,r8hen0a51ddzs2fkr744hknxzbmt2qw5,1260083
,,,,,,,,,,,,"[u'all1rightangles', [u'fig034', u'fig059', u'fig040', u'fig003', None, None, None, None], [u'The culprit has atleast 1 right angle', u'The culprit has atleast 4 straight sides'], [u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig003""]},{""clue"":2,""fig"":[""fig034"",""fig040""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,2.0,True,0:1:47,"[""Equal Sides tool""]",,,80.0,80.0,1.0,2.0,,passed,policesquad,,2018-5-11 10:58:21,stage_end,en,r8hen0a51ddzs2fkr744hknxzbmt2qw5,1260083
,,,,,,,,,,,,"[u'exactly1rightangles', [u'fig052', u'fig013', u'fig015', u'fig021', None, None, None, None], [u'The culprit has less than 5 straight sides', u'The culprit has less than 2 right angles', u'The culprit has no equal pairs of sides '], [u'Correct', u'Correct', u'Correct']]","[{""clue"":1,""fig"":[""fig015""]},{""clue"":2,""fig"":[""fig021""]},{""clue"":3,""fig"":[""fig052""]}]",,Mission 1,False,[],[],"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,,3.0,True,0:1:43,"[""Equal Sides tool""]",,,80.0,80.0,1.0,3.0,,passed,policesquad,,2018-5-11 11:0:4,stage_end,en,r8hen0a51ddzs2fkr744hknxzbmt2qw5,1260083
,,,,,,,,,,,,"[u'fig001', [u'fig048', u'fig001', u'fig019', u'fig030', u'fig015', u'fig031', None, None], [u'Does the culprit have at least 4  straight sides?', u'Does the culprit have at least 5  straight sides?'], [u'No', u'No']]","[{""clue"":1,""fig"":[""fig048"",""fig030"",""fig031""]},{""clue"":2,""fig"":[""fig019"",""fig015""]}]",,Mission 2,False,"[""straight sides""]",[],"[0, 0, 0, 0]","[1, 1, 0, 0]",,,0.0,,1.0,True,0:2:50,"[""Equal Sides tool"",""Equal Sides tool"",""Equal Sides tool"",""right angle tool""]",,,400.0,400.0,1.0,5.0,,passed,policesquad,,2018-5-11 11:8:49,stage_end,en,r8hen0a51ddzs2fkr744hknxzbmt2qw5,1260083
,,,,,,,,,,,,"[u'fig002', [u'fig007', u'fig004', u'fig006', u'fig005', u'fig002', u'fig003', None, None], [u'Does the culprit have all  acute angle(s)?', u'Does the culprit have at least 1 equal pairs of sides ?', u'Does the culprit have at least 1 right angle(s)?'], [u'Yes', u'Yes', u'No']]","[{""clue"":2,""fig"":[""fig007"",""fig006""]},{""clue"":3,""fig"":[""fig004""]}]",,Mission 2,False,[],"[{""clue"":1,""fig"":[""fig005"",""fig003""]}]","[0, 0, 0, 0]","[1, 1, 0, 0]",,,0.0,,2.0,True,0:5:34,[],,,400.0,250.0,0.0,5.0,,passed,policesquad,,2018-5-11 11:14:39,stage_end,en,r8hen0a51ddzs2fkr744hknxzbmt2qw5,1260083
,,,,,,,,,,,,"[u'fig011', [u'fig026', u'fig011', u'fig024', u'fig028', u'fig010', u'fig008', u'fig022', u'fig016'], [u'Does the culprit have at least 1 right angle(s)?', u'Does the culprit have at least 1 equal pairs of sides ?', u'Does the culprit have at least 1 reflex angle(s)?', u'Does the culprit have at least 1 parallel pairs of sides?'], [u'Yes', u'Yes', u'Yes', u'No']]","[{""clue"":1,""fig"":[""fig026"",""fig024"",""fig022""]},{""clue"":2,""fig"":[""fig028"",""fig016""]},{""clue"":3,""fig"":[""fig010""]},{""clue"":4,""fig"":[""fig008""]}]",,Mission 2,False,"[""parallel""]",[],"[0, 0, 0, 0]","[1, 1, 0, 0]",,,1.0,,3.0,True,0:2:20,[],,,400.0,360.0,0.0,5.0,,passed,policesquad,,2018-5-11 11:23:29,stage_end,en,r8hen0a51ddzs2fkr744hknxzbmt2qw5,1260083
,,,,,,,,,,,,"[u'At least one curved side', [u'fig066', u'fig071', u'fig070', u'fig067', u'fig032', u'fig028', u'fig035', u'fig010', u'fig068'], [u'Send agent having at least 1 curved side(s)?'], [u'']]",[],,Mission 3,False,[],[],"[0, 1, 0, 0]","[1, 1, 1, 0]",,,1.0,,1.0,True,0:0:24,[],,,710.0,710.0,1.0,8.0,,passed,policesquad,,2018-5-11 11:26:11,stage_end,en,r8hen0a51ddzs2fkr744hknxzbmt2qw5,1260083
,,,,,,,,,,,,"[u'no1equalsides', [u'fig001', u'fig036', u'fig019', u'fig033', None, None, None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u094b\u0908 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0928\u0939\u0940\u0902 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u0947\u0935\u0932 5  \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 3 \u0938\u0947 \u0905\u0927\u093f\u0915  \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'', u'', u'']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,0.0,5.0,1.0,False,25428100,,stage_end,"[0, 0, 0, 0]",30.0,30.0,0.0,0.0,failed,,policesquad,,2018-5-7 15:9:34,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'exactly5emptysides', [u'fig030', u'fig045', u'fig029', u'fig005', None, None, None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u0947\u0935\u0932 5  \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 5  \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u0947\u0935\u0932 2 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u0913\u0902 \u0915\u0940 \u091c\u094b\u0921\u093c\u0940  \u0939\u0948\u0902'], [u'', u'', u'']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,1.0,9.0,1.0,False,25428103,,stage_end,"[0, 0, 0, 0]",30.0,10.0,0.0,0.0,failed,,policesquad,,2018-5-7 15:12:50,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'exactly5emptysides', [u'fig049', u'fig048', u'fig046', u'fig041', None, None, None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 6 \u0938\u0947 \u0915\u092e  \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,3.0,11.0,1.0,False,25428106,,stage_end,"[0, 0, 0, 0]",30.0,30.0,0.0,0.0,passed,,policesquad,,2018-5-7 15:15:11,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'no1rightangles', [u'fig069', u'fig062', u'fig029', u'fig006', None, None, None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u094b\u0908 \u0938\u092e \u0915\u094b\u0923 \u0928\u0939\u0940\u0902 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 4 \u0938\u0947 \u0915\u092e  \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'', u'']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,3.0,13.0,2.0,False,25428108,,stage_end,"[0, 0, 0, 0]",80.0,80.0,1.0,1.0,passed,,policesquad,,2018-5-7 15:17:33,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'exactly3rightangles', [u'fig005', u'fig047', u'fig052', u'fig037', None, None, None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 3 \u0938\u092e \u0915\u094b\u0923 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 4 \u0938\u0947 \u0905\u0927\u093f\u0915  \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'', u'']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,3.0,16.0,3.0,False,25428111,,stage_end,"[0, 0, 0, 0]",80.0,80.0,1.0,2.0,passed,,policesquad,,2018-5-7 15:20:8,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'no1obtuseangles', [u'fig014', u'fig067', u'fig019', u'fig018', u'fig033', u'fig028', None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u0947\u0935\u0932 1 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u0913\u0902 \u0915\u0940 \u091c\u094b\u0921\u093c\u0940  \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 2 \u0938\u0947 \u0915\u092e \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u0913\u0902 \u0915\u0940 \u091c\u094b\u0921\u093c\u0940  \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 2 \u0938\u0947 \u0915\u092e \u0905\u0927\u093f\u0915 \u0915\u094b\u0923 \u0939\u0948\u0902'], [u'', u'', u'']]",,,Mission 1,False,,,"[0, 0, 0, 0]","[1, 0, 0, 0]",,,4.0,22.0,4.0,False,25428117,,stage_end,"[0, 0, 0, 0]",80.0,60.0,0.0,2.0,failed,,policesquad,,2018-5-7 15:26:29,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'fig015', [u'fig048', u'fig031', u'fig019', u'fig015', u'fig030', u'fig001', None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 5 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'\u0928\u0939\u0940\u0902']]",,,Mission 2,False,,,"[0, 0, 0, 0]","[0, 1, 0, 0]",,,0.0,9.0,1.0,False,25428133,,stage_end,"[0, 0, 0, 0]",200.0,200.0,0.0,0.0,failed,,policesquad,,2018-5-7 15:42:27,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'fig015', [u'fig048', u'fig020', u'fig030', u'fig052', u'fig015', u'fig024', None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 2 \u0938\u0947 \u0905\u0927\u093f\u0915 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u0913\u0902 \u0915\u0940 \u091c\u094b\u0921\u093c\u0940  \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 2 \u0938\u092e \u0915\u094b\u0923 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 4 \u0938\u0947 \u0915\u092e \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 2 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'\u0928\u0939\u0940\u0902', u'\u0928\u0939\u0940\u0902', u'\u0939\u093e\u0901', u'\u0939\u093e\u0901']]",,,Mission 2,False,,,"[0, 0, 0, 0]","[0, 1, 0, 0]",,,0.0,15.0,1.0,False,6,,stage_end,"[0, 0, 0, 0]",200.0,120.0,0.0,0.0,failed,,policesquad,,2018-5-7 15:47:55,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'fig048', [u'fig015', u'fig048', u'fig024', u'fig052', u'fig020', u'fig030', None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 6 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 2 \u0938\u092e \u0915\u094b\u0923 \u0939\u0948\u0902'], [u'\u0939\u093e\u0901', u'\u0928\u0939\u0940\u0902']]",,,Mission 2,False,,,"[0, 0, 0, 0]","[0, 1, 0, 0]",,,0.0,17.0,1.0,False,3,,stage_end,"[0, 0, 0, 0]",400.0,400.0,1.0,2.0,passed,,policesquad,,2018-5-7 15:50:15,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'fig022', [u'fig027', u'fig026', u'fig022', u'fig028', u'fig021', u'fig029', None, None], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 2 \u0938\u092e \u0915\u094b\u0923 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 2 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u0913\u0902 \u0915\u0940 \u091c\u094b\u0921\u093c\u0940  \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 2 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 4 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 4 \u0938\u092e \u0915\u094b\u0923 \u0939\u0948\u0902'], [u'\u0928\u0939\u0940\u0902', u'\u0928\u0939\u0940\u0902', u'\u0928\u0939\u0940\u0902', u'\u0939\u093e\u0901', u'\u0928\u0939\u0940\u0902']]",,,Mission 2,False,,,"[0, 0, 0, 0]","[0, 1, 0, 0]",,,0.0,21.0,2.0,False,4,,stage_end,"[0, 0, 0, 0]",400.0,200.0,0.0,2.0,passed,,policesquad,,2018-5-7 15:53:58,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'fig026', [u'fig016', u'fig011', u'fig022', u'fig026', u'fig008', u'fig024', u'fig010', u'fig028'], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 1 \u0938\u0947 \u0915\u092e \u0938\u092e \u0915\u094b\u0923 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 4 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'\u0928\u0939\u0940\u0902', u'\u0939\u093e\u0901']]",,,Mission 2,False,,,"[0, 0, 0, 0]","[0, 1, 0, 0]",,,0.0,27.0,3.0,False,6,,stage_end,"[0, 0, 0, 0]",400.0,360.0,0.0,2.0,failed,,policesquad,,2018-5-7 16:0:4,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
,,,,,,,,,,,,"[u'fig024', [u'fig027', u'fig023', u'fig020', u'fig019', u'fig024', u'fig028', u'fig025', u'fig026'], [u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 2 \u0938\u092e \u0915\u094b\u0923 \u0939\u0948\u0902', u'\u0905\u092a\u0930\u093e\u0927\u0940\xa0\u0915\u0947\xa0\u092a\u093e\u0938 \u0915\u092e \u0938\u0947 \u0915\u092e 4 \u0938\u092e\u093e\u0928 \u092d\u0941\u091c\u093e\u090f\u0901 \u0939\u0948\u0902'], [u'\u0928\u0939\u0940\u0902', u'\u0939\u093e\u0901']]",,,Mission 2,False,,,"[0, 0, 0, 0]","[0, 1, 0, 0]",,,0.0,31.0,3.0,False,4,,stage_end,"[0, 0, 0, 0]",400.0,360.0,0.0,2.0,failed,,policesquad,,2018-5-7 16:3:36,,hi,svysuqmif1iqxbjtvwepqxaspdg4m1qe,0
